Date,DOY,Month,Year,Inches,mm
11/25/2013,329,11,2013,0.09,2.286
11/26/2013,330,11,2013,0,0
11/27/2013,331,11,2013,0,0
11/28/2013,332,11,2013,0,0
11/29/2013,333,11,2013,0,0
11/30/2013,334,11,2013,0,0
12/1/2013,335,12,2013,0,0
12/2/2013,336,12,2013,0.01,0.254
12/3/2013,337,12,2013,0.01,0.254
12/4/2013,338,12,2013,0.01,0.254
12/5/2013,339,12,2013,0,0
12/6/2013,340,12,2013,0,0
12/7/2013,341,12,2013,0,0
12/8/2013,342,12,2013,0.33,8.382
12/9/2013,343,12,2013,0,0
12/10/2013,344,12,2013,0.08,2.032
12/11/2013,345,12,2013,0.04,1.016
12/12/2013,346,12,2013,0,0
12/13/2013,347,12,2013,0,0
12/14/2013,348,12,2013,0,0
12/15/2013,349,12,2013,0.01,0.254
12/16/2013,350,12,2013,0,0
12/17/2013,351,12,2013,0.01,0.254
12/18/2013,352,12,2013,0,0
12/19/2013,353,12,2013,0.01,0.254
12/20/2013,354,12,2013,0,0
12/21/2013,355,12,2013,0.01,0.254
12/22/2013,356,12,2013,0.23,5.842
12/23/2013,357,12,2013,0,0
12/24/2013,358,12,2013,0.02,0.508
12/25/2013,359,12,2013,0,0
12/26/2013,360,12,2013,0,0
12/27/2013,361,12,2013,0,0
12/28/2013,362,12,2013,0,0
12/29/2013,363,12,2013,0,0
12/30/2013,364,12,2013,0.23,5.842
12/31/2013,365,12,2013,0,0
1/1/2014,1,1,2014,0.07,1.778
1/2/2014,2,1,2014,0,0
1/3/2014,3,1,2014,0,0
1/4/2014,4,1,2014,0.02,0.508
1/5/2014,5,1,2014,0,0
1/6/2014,6,1,2014,0,0
1/7/2014,7,1,2014,0,0
1/8/2014,8,1,2014,0.01,0.254
1/9/2014,9,1,2014,0,0
1/10/2014,10,1,2014,0,0
1/11/2014,11,1,2014,0,0
1/12/2014,12,1,2014,0,0
1/13/2014,13,1,2014,0,0
1/14/2014,14,1,2014,0.08,2.032
1/15/2014,15,1,2014,0,0
1/16/2014,16,1,2014,0.13,3.302
1/17/2014,17,1,2014,0,0
1/18/2014,18,1,2014,0.09,2.286
1/19/2014,19,1,2014,0,0
1/20/2014,20,1,2014,0.09,2.286
1/21/2014,21,1,2014,0,0
1/22/2014,22,1,2014,0.01,0.254
1/23/2014,23,1,2014,0,0
1/24/2014,24,1,2014,0.02,0.508
1/25/2014,25,1,2014,0.02,0.508
1/26/2014,26,1,2014,0.03,0.762
1/27/2014,27,1,2014,0,0
1/28/2014,28,1,2014,0,0
1/29/2014,29,1,2014,0,0
1/30/2014,30,1,2014,0.09,2.286
1/31/2014,31,1,2014,0.01,0.254
2/1/2014,32,2,2014,0.17,4.318
2/2/2014,33,2,2014,0,0
2/3/2014,34,2,2014,0,0
2/4/2014,35,2,2014,0.24,6.096
2/5/2014,36,2,2014,0.05,1.27
2/6/2014,37,2,2014,0,0
2/7/2014,38,2,2014,0,0
2/8/2014,39,2,2014,0.15,3.81
2/9/2014,40,2,2014,0,0
2/10/2014,41,2,2014,0,0
2/11/2014,42,2,2014,0,0
2/12/2014,43,2,2014,0.09,2.286
2/13/2014,44,2,2014,0,0
2/14/2014,45,2,2014,0.14,3.556
2/15/2014,46,2,2014,0.17,4.318
2/16/2014,47,2,2014,0,0
2/17/2014,48,2,2014,0.24,6.096
2/18/2014,49,2,2014,0,0
2/19/2014,50,2,2014,0,0
2/20/2014,51,2,2014,0.69,17.526
2/21/2014,52,2,2014,0,0
2/22/2014,53,2,2014,0,0
2/23/2014,54,2,2014,0,0
2/24/2014,55,2,2014,0.11,2.794
2/25/2014,56,2,2014,0,0
2/26/2014,57,2,2014,0,0
2/27/2014,58,2,2014,0,0
2/28/2014,59,2,2014,0.26,6.604
3/1/2014,60,3,2014,0.31,7.874
3/2/2014,61,3,2014,0,0
3/3/2014,62,3,2014,0.01,0.254
3/4/2014,63,3,2014,0,0
3/5/2014,64,3,2014,0,0
3/6/2014,65,3,2014,0,0
3/7/2014,66,3,2014,0.03,0.762
3/8/2014,67,3,2014,0,0
3/9/2014,68,3,2014,0,0
3/10/2014,69,3,2014,0,0
3/11/2014,70,3,2014,0.01,0.254
3/12/2014,71,3,2014,0,0
3/13/2014,72,3,2014,0,0
3/14/2014,73,3,2014,0,0
3/15/2014,74,3,2014,0.08,2.032
3/16/2014,75,3,2014,0,0
3/17/2014,76,3,2014,0,0
3/18/2014,77,3,2014,0.04,1.016
3/19/2014,78,3,2014,0.01,0.254
3/20/2014,79,3,2014,0,0
3/21/2014,80,3,2014,0,0
3/22/2014,81,3,2014,0,0
3/23/2014,82,3,2014,0,0
3/24/2014,83,3,2014,0.03,0.762
3/25/2014,84,3,2014,0,0
3/26/2014,85,3,2014,0,0
3/27/2014,86,3,2014,0.58,14.732
3/28/2014,87,3,2014,0,0
3/29/2014,88,3,2014,0,0
3/30/2014,89,3,2014,0,0
3/31/2014,90,3,2014,0.1,2.54
4/1/2014,91,4,2014,0.01,0.254
4/2/2014,92,4,2014,0.01,0.254
4/3/2014,93,4,2014,0.23,5.842
4/4/2014,94,4,2014,0.07,1.778
4/5/2014,95,4,2014,0,0
4/6/2014,96,4,2014,0.03,0.762
4/7/2014,97,4,2014,0.02,0.508
4/8/2014,98,4,2014,0,0
4/9/2014,99,4,2014,0,0
4/10/2014,100,4,2014,0,0
4/11/2014,101,4,2014,0,0
4/12/2014,102,4,2014,0.35,8.89
4/13/2014,103,4,2014,1.8,45.72
4/14/2014,104,4,2014,0.12,3.048
4/15/2014,105,4,2014,0,0
4/16/2014,106,4,2014,0.02,0.508
4/17/2014,107,4,2014,0,0
4/18/2014,108,4,2014,0,0
4/19/2014,109,4,2014,0,0
4/20/2014,110,4,2014,0.1,2.54
4/21/2014,111,4,2014,0.02,0.508
4/22/2014,112,4,2014,0,0
4/23/2014,113,4,2014,0.26,6.604
4/24/2014,114,4,2014,0.1,2.54
4/25/2014,115,4,2014,0,0
4/26/2014,116,4,2014,0.01,0.254
4/27/2014,117,4,2014,1.72,43.688
4/28/2014,118,4,2014,0.6,15.24
4/29/2014,119,4,2014,0.23,5.842
4/30/2014,120,4,2014,0.5,12.7
5/1/2014,121,5,2014,0.1,2.54
5/2/2014,122,5,2014,0,0
5/3/2014,123,5,2014,0.02,0.508
5/4/2014,124,5,2014,0.01,0.254
5/5/2014,125,5,2014,0,0
5/6/2014,126,5,2014,0,0
5/7/2014,127,5,2014,0.01,0.254
5/8/2014,128,5,2014,0.04,1.016
5/9/2014,129,5,2014,0,0
5/10/2014,130,5,2014,0.04,1.016
5/11/2014,131,5,2014,0.89,22.606
5/12/2014,132,5,2014,0.73,18.542
5/13/2014,133,5,2014,0,0
5/14/2014,134,5,2014,0.08,2.032
5/15/2014,135,5,2014,0.07,1.778
5/16/2014,136,5,2014,0,0
5/17/2014,137,5,2014,0,0
5/18/2014,138,5,2014,0,0
5/19/2014,139,5,2014,0.08,2.032
5/20/2014,140,5,2014,1.43,36.322
5/21/2014,141,5,2014,0,0
5/22/2014,142,5,2014,0,0
5/23/2014,143,5,2014,0,0
5/24/2014,144,5,2014,0,0
5/25/2014,145,5,2014,0.09,2.286
5/26/2014,146,5,2014,0.86,21.844
5/27/2014,147,5,2014,0.07,1.778
5/28/2014,148,5,2014,0,0
5/29/2014,149,5,2014,0,0
5/30/2014,150,5,2014,0.01,0.254
5/31/2014,151,5,2014,0,0
6/1/2014,152,6,2014,0.85,21.59
6/2/2014,153,6,2014,0.02,0.508
6/3/2014,154,6,2014,0.86,21.844
6/4/2014,155,6,2014,0.1,2.54
6/5/2014,156,6,2014,0.02,0.508
6/6/2014,157,6,2014,0,0
6/7/2014,158,6,2014,0.26,6.604
6/8/2014,159,6,2014,0,0
6/9/2014,160,6,2014,0,0
6/10/2014,161,6,2014,0,0
6/11/2014,162,6,2014,0,0
6/12/2014,163,6,2014,0,0
6/13/2014,164,6,2014,0,0
6/14/2014,165,6,2014,0,0
6/15/2014,166,6,2014,0,0
6/16/2014,167,6,2014,0.85,21.59
6/17/2014,168,6,2014,0.67,17.018
6/18/2014,169,6,2014,0,0
6/19/2014,170,6,2014,1.08,27.432
6/20/2014,171,6,2014,0,0
6/21/2014,172,6,2014,0,0
6/22/2014,173,6,2014,0.75,19.05
6/23/2014,174,6,2014,0,0
6/24/2014,175,6,2014,0,0
6/25/2014,176,6,2014,0,0
6/26/2014,177,6,2014,1.11,28.194
6/27/2014,178,6,2014,0.93,23.622
6/28/2014,179,6,2014,0.47,11.938
6/29/2014,180,6,2014,0.03,0.762
6/30/2014,181,6,2014,1.3,33.02
7/1/2014,182,7,2014,0.03,0.762
7/2/2014,183,7,2014,0,0
7/3/2014,184,7,2014,0,0
7/4/2014,185,7,2014,0.01,0.254
7/5/2014,186,7,2014,1.23,31.242
7/6/2014,187,7,2014,0,0
7/7/2014,188,7,2014,0.04,1.016
7/8/2014,189,7,2014,0,0
7/9/2014,190,7,2014,0,0
7/10/2014,191,7,2014,0.01,0.254
7/11/2014,192,7,2014,0.14,3.556
7/12/2014,193,7,2014,1.1,27.94
7/13/2014,194,7,2014,0.12,3.048
7/14/2014,195,7,2014,0,0
7/15/2014,196,7,2014,0,0
7/16/2014,197,7,2014,0,0
7/17/2014,198,7,2014,0,0
7/18/2014,199,7,2014,0,0
7/19/2014,200,7,2014,0,0
7/20/2014,201,7,2014,0,0
7/21/2014,202,7,2014,0,0
7/22/2014,203,7,2014,0.01,0.254
7/23/2014,204,7,2014,0,0
7/24/2014,205,7,2014,0.04,1.016
7/25/2014,206,7,2014,0.13,3.302
7/26/2014,207,7,2014,0,0
7/27/2014,208,7,2014,0,0
7/28/2014,209,7,2014,0,0
7/29/2014,210,7,2014,0,0
7/30/2014,211,7,2014,0,0
7/31/2014,212,7,2014,0,0
8/1/2014,213,8,2014,0,0
8/2/2014,214,8,2014,0,0
8/3/2014,215,8,2014,0,0
8/4/2014,216,8,2014,0,0
8/5/2014,217,8,2014,0,0
8/6/2014,218,8,2014,1.48,37.592
8/7/2014,219,8,2014,0.01,0.254
8/8/2014,220,8,2014,0,0
8/9/2014,221,8,2014,0,0
8/10/2014,222,8,2014,0,0
8/11/2014,223,8,2014,0,0
8/12/2014,224,8,2014,0,0
8/13/2014,225,8,2014,0,0
8/14/2014,226,8,2014,0,0
8/15/2014,227,8,2014,0.29,7.366
8/16/2014,228,8,2014,0,0
8/17/2014,229,8,2014,0,0
8/18/2014,230,8,2014,0.01,0.254
8/19/2014,231,8,2014,0,0
8/20/2014,232,8,2014,0.59,14.986
8/21/2014,233,8,2014,0.3,7.62
8/22/2014,234,8,2014,0.1,2.54
8/23/2014,235,8,2014,0.64,16.256
8/24/2014,236,8,2014,0,0
8/25/2014,237,8,2014,0.01,0.254
8/26/2014,238,8,2014,0.99,25.146
8/27/2014,239,8,2014,0,0
8/28/2014,240,8,2014,1.14,28.956
8/29/2014,241,8,2014,0.81,20.574
8/30/2014,242,8,2014,0.01,0.254
8/31/2014,243,8,2014,1.4,35.56
9/1/2014,244,9,2014,0.01,0.254
9/2/2014,245,9,2014,0.01,0.254
9/3/2014,246,9,2014,0,0
9/4/2014,247,9,2014,0,0
9/5/2014,248,9,2014,0.51,12.954
9/6/2014,249,9,2014,0,0
9/7/2014,250,9,2014,0,0
9/8/2014,251,9,2014,0.08,2.032
9/9/2014,252,9,2014,1.44,36.576
9/10/2014,253,9,2014,0.01,0.254
9/11/2014,254,9,2014,0,0
9/12/2014,255,9,2014,0.46,11.684
9/13/2014,256,9,2014,0,0
9/14/2014,257,9,2014,0,0
9/15/2014,258,9,2014,0,0
9/16/2014,259,9,2014,0,0
9/17/2014,260,9,2014,0,0
9/18/2014,261,9,2014,0,0
9/19/2014,262,9,2014,0,0
9/20/2014,263,9,2014,0.34,8.636
9/21/2014,264,9,2014,0,0
9/22/2014,265,9,2014,0,0
9/23/2014,266,9,2014,0,0
9/24/2014,267,9,2014,0.75,19.05
9/25/2014,268,9,2014,0,0
9/26/2014,269,9,2014,0,0
9/27/2014,270,9,2014,0,0
9/28/2014,271,9,2014,0,0
9/29/2014,272,9,2014,0.04,1.016
9/30/2014,273,9,2014,0.4,10.16
10/1/2014,274,10,2014,0.98,24.892
10/2/2014,275,10,2014,0.27,6.858
10/3/2014,276,10,2014,0,0
10/4/2014,277,10,2014,0,0
10/5/2014,278,10,2014,0,0
10/6/2014,279,10,2014,0,0
10/7/2014,280,10,2014,0,0
10/8/2014,281,10,2014,0.09,2.286
10/9/2014,282,10,2014,0.11,2.794
10/10/2014,283,10,2014,0.01,0.254
10/11/2014,284,10,2014,0,0
10/12/2014,285,10,2014,0.01,0.254
10/13/2014,286,10,2014,1.27,32.258
10/14/2014,287,10,2014,0.3,7.62
10/15/2014,288,10,2014,0,0
10/16/2014,289,10,2014,0,0
10/17/2014,290,10,2014,0,0
10/18/2014,291,10,2014,0,0
10/19/2014,292,10,2014,0,0
10/20/2014,293,10,2014,0,0
10/21/2014,294,10,2014,0,0
10/22/2014,295,10,2014,0.17,4.318
10/23/2014,296,10,2014,0.56,14.224
10/24/2014,297,10,2014,0,0
10/25/2014,298,10,2014,0,0
10/26/2014,299,10,2014,0,0
10/27/2014,300,10,2014,0.01,0.254
10/28/2014,301,10,2014,0,0
10/29/2014,302,10,2014,0,0
10/30/2014,303,10,2014,0.01,0.254
10/31/2014,304,10,2014,0,0
11/1/2014,305,11,2014,0,0
11/2/2014,306,11,2014,0,0
11/3/2014,307,11,2014,0.06,1.524
11/4/2014,308,11,2014,0,0
11/5/2014,309,11,2014,0.03,0.762
11/6/2014,310,11,2014,0,0
11/7/2014,311,11,2014,0,0
11/8/2014,312,11,2014,0,0
11/9/2014,313,11,2014,0,0
11/10/2014,314,11,2014,0,0
11/11/2014,315,11,2014,0.09,2.286
11/12/2014,316,11,2014,0.03,0.762
11/13/2014,317,11,2014,0.08,2.032
11/14/2014,318,11,2014,0,0
11/15/2014,319,11,2014,0.21,5.334
11/16/2014,320,11,2014,0.11,2.794
11/17/2014,321,11,2014,0.02,0.508
11/18/2014,322,11,2014,0.01,0.254
11/19/2014,323,11,2014,0.09,2.286
11/20/2014,324,11,2014,0,0
11/21/2014,325,11,2014,0,0
11/22/2014,326,11,2014,0,0
11/23/2014,327,11,2014,0.41,10.414
11/24/2014,328,11,2014,0.01,0.254
11/25/2014,329,11,2014,0,0
11/26/2014,330,11,2014,0.3,7.62
11/27/2014,331,11,2014,0,0
11/28/2014,332,11,2014,0,0
11/29/2014,333,11,2014,0,0
11/30/2014,334,11,2014,0,0
12/1/2014,335,12,2014,0,0
12/2/2014,336,12,2014,0,0
12/3/2014,337,12,2014,0,0
12/4/2014,338,12,2014,0,0
12/5/2014,339,12,2014,0,0
12/6/2014,340,12,2014,0,0
12/7/2014,341,12,2014,0.02,0.508
12/8/2014,342,12,2014,0,0
12/9/2014,343,12,2014,0,0
12/10/2014,344,12,2014,0,0
12/11/2014,345,12,2014,0,0
12/12/2014,346,12,2014,0,0
12/13/2014,347,12,2014,0,0
12/14/2014,348,12,2014,0,0
12/15/2014,349,12,2014,0.35,8.89
12/16/2014,350,12,2014,0,0
12/17/2014,351,12,2014,0,0
12/18/2014,352,12,2014,0,0
12/19/2014,353,12,2014,0,0
12/20/2014,354,12,2014,0,0
12/21/2014,355,12,2014,0.01,0.254
12/22/2014,356,12,2014,0.33,8.382
12/23/2014,357,12,2014,0.49,12.446
12/24/2014,358,12,2014,0.16,4.064
12/25/2014,359,12,2014,0,0
12/26/2014,360,12,2014,0,0
12/27/2014,361,12,2014,0.05,1.27
12/28/2014,362,12,2014,0,0
12/29/2014,363,12,2014,0,0
12/30/2014,364,12,2014,0,0
12/31/2014,365,12,2014,0,0
1/1/2015,1,1,2015,0,0
1/2/2015,2,1,2015,0,0
1/3/2015,3,1,2015,0,0
1/4/2015,4,1,2015,0.1,2.54
1/5/2015,5,1,2015,0.5,12.7
1/6/2015,6,1,2015,0.01,0.254
1/7/2015,7,1,2015,0,0
1/8/2015,8,1,2015,0.01,0.254
1/9/2015,9,1,2015,0,0
1/10/2015,10,1,2015,0,0
1/11/2015,11,1,2015,0,0
1/12/2015,12,1,2015,0,0
1/13/2015,13,1,2015,0,0
1/14/2015,14,1,2015,0,0
1/15/2015,15,1,2015,0,0
1/16/2015,16,1,2015,0,0
1/17/2015,17,1,2015,0.01,0.254
1/18/2015,18,1,2015,0,0
1/19/2015,19,1,2015,0.06,1.524
1/20/2015,20,1,2015,0,0
1/21/2015,21,1,2015,0,0
1/22/2015,22,1,2015,0,0
1/23/2015,23,1,2015,0,0
1/24/2015,24,1,2015,0,0
1/25/2015,25,1,2015,0.14,3.556
1/26/2015,26,1,2015,0.01,0.254
1/27/2015,27,1,2015,0,0
1/28/2015,28,1,2015,0,0
1/29/2015,29,1,2015,0,0
1/30/2015,30,1,2015,0,0
1/31/2015,31,1,2015,0.37,9.398
2/1/2015,32,2,2015,0.7,17.78
2/2/2015,33,2,2015,0.02,0.508
2/3/2015,34,2,2015,0,0
2/4/2015,35,2,2015,0.04,1.016
2/5/2015,36,2,2015,0,0
2/6/2015,37,2,2015,0,0
2/7/2015,38,2,2015,0,0
2/8/2015,39,2,2015,0.02,0.508
2/9/2015,40,2,2015,0,0
2/10/2015,41,2,2015,0,0
2/11/2015,42,2,2015,0.01,0.254
2/12/2015,43,2,2015,0,0
2/13/2015,44,2,2015,0,0
2/14/2015,45,2,2015,0.01,0.254
2/15/2015,46,2,2015,0,0
2/16/2015,47,2,2015,0,0
2/17/2015,48,2,2015,0,0
2/18/2015,49,2,2015,0,0
2/19/2015,50,2,2015,0,0
2/20/2015,51,2,2015,0,0
2/21/2015,52,2,2015,0,0
2/22/2015,53,2,2015,0,0
2/23/2015,54,2,2015,0,0
2/24/2015,55,2,2015,0,0
2/25/2015,56,2,2015,0.16,4.064
2/26/2015,57,2,2015,0,0
2/27/2015,58,2,2015,0,0
2/28/2015,59,2,2015,0,0
3/1/2015,60,3,2015,0,0
3/2/2015,61,3,2015,0,0
3/3/2015,62,3,2015,0,0
3/4/2015,63,3,2015,0.01,0.254
3/5/2015,64,3,2015,0,0
3/6/2015,65,3,2015,0,0
3/7/2015,66,3,2015,0,0
3/8/2015,67,3,2015,0,0
3/9/2015,68,3,2015,0,0
3/10/2015,69,3,2015,0,0
3/11/2015,70,3,2015,0,0
3/12/2015,71,3,2015,0,0
3/13/2015,72,3,2015,0,0
3/14/2015,73,3,2015,0,0
3/15/2015,74,3,2015,0,0
3/16/2015,75,3,2015,0,0
3/17/2015,76,3,2015,0,0
3/18/2015,77,3,2015,0,0
3/19/2015,78,3,2015,0,0
3/20/2015,79,3,2015,0,0
3/21/2015,80,3,2015,0,0
3/22/2015,81,3,2015,0.01,0.254
3/23/2015,82,3,2015,0.02,0.508
3/24/2015,83,3,2015,0.36,9.144
3/25/2015,84,3,2015,0,0
3/26/2015,85,3,2015,0,0
3/27/2015,86,3,2015,0,0
3/28/2015,87,3,2015,0,0
3/29/2015,88,3,2015,0.02,0.508
3/30/2015,89,3,2015,0,0
3/31/2015,90,3,2015,0.01,0.254
4/1/2015,91,4,2015,0.47,11.938
4/2/2015,92,4,2015,0.67,17.018
4/3/2015,93,4,2015,0,0
4/4/2015,94,4,2015,0,0
4/5/2015,95,4,2015,0.01,0.254
4/6/2015,96,4,2015,0.04,1.016
4/7/2015,97,4,2015,0.07,1.778
4/8/2015,98,4,2015,0.05,1.27
4/9/2015,99,4,2015,0.55,13.97
4/10/2015,100,4,2015,0,0
4/11/2015,101,4,2015,0,0
4/12/2015,102,4,2015,0.22,5.588
4/13/2015,103,4,2015,0,0
4/14/2015,104,4,2015,0,0
4/15/2015,105,4,2015,0,0
4/16/2015,106,4,2015,0,0
4/17/2015,107,4,2015,0,0
4/18/2015,108,4,2015,1.04,26.416
4/19/2015,109,4,2015,0.38,9.652
4/20/2015,110,4,2015,0,0
4/21/2015,111,4,2015,0,0
4/22/2015,112,4,2015,0,0
4/23/2015,113,4,2015,0,0
4/24/2015,114,4,2015,0.54,13.716
4/25/2015,115,4,2015,0.19,4.826
4/26/2015,116,4,2015,0,0
4/27/2015,117,4,2015,0,0
4/28/2015,118,4,2015,0,0
4/29/2015,119,4,2015,0,0
4/30/2015,120,4,2015,0,0
5/1/2015,121,5,2015,0.08,2.032
5/2/2015,122,5,2015,0.17,4.318
5/3/2015,123,5,2015,0.03,0.762
5/4/2015,124,5,2015,0.09,2.286
5/5/2015,125,5,2015,0.55,13.97
5/6/2015,126,5,2015,0.19,4.826
5/7/2015,127,5,2015,0.35,8.89
5/8/2015,128,5,2015,0,0
5/9/2015,129,5,2015,0,0
5/10/2015,130,5,2015,0.45,11.43
5/11/2015,131,5,2015,0,0
5/12/2015,132,5,2015,0,0
5/13/2015,133,5,2015,0.08,2.032
5/14/2015,134,5,2015,0.98,24.892
5/15/2015,135,5,2015,0,0
5/16/2015,136,5,2015,0.17,4.318
5/17/2015,137,5,2015,0.3,7.62
5/18/2015,138,5,2015,0,0
5/19/2015,139,5,2015,0,0
5/20/2015,140,5,2015,0.11,2.794
5/21/2015,141,5,2015,0,0
5/22/2015,142,5,2015,0,0
5/23/2015,143,5,2015,0.01,0.254
5/24/2015,144,5,2015,0.81,20.574
5/25/2015,145,5,2015,0.12,3.048
5/26/2015,146,5,2015,0.8,20.32
5/27/2015,147,5,2015,0,0
5/28/2015,148,5,2015,0,0
5/29/2015,149,5,2015,0.03,0.762
5/30/2015,150,5,2015,0.01,0.254
5/31/2015,151,5,2015,0,0
6/1/2015,152,6,2015,0,0
6/2/2015,153,6,2015,0,0
6/3/2015,154,6,2015,0.17,4.318
6/4/2015,155,6,2015,0,0
6/5/2015,156,6,2015,0,0
6/6/2015,157,6,2015,0.01,0.254
6/7/2015,158,6,2015,0.5,12.7
6/8/2015,159,6,2015,0,0
6/9/2015,160,6,2015,0,0
6/10/2015,161,6,2015,0,0
6/11/2015,162,6,2015,1.86,47.244
6/12/2015,163,6,2015,0.28,7.112
6/13/2015,164,6,2015,0.01,0.254
6/14/2015,165,6,2015,0.06,1.524
6/15/2015,166,6,2015,0.7,17.78
6/16/2015,167,6,2015,0,0
6/17/2015,168,6,2015,0.03,0.762
6/18/2015,169,6,2015,0,0
6/19/2015,170,6,2015,0,0
6/20/2015,171,6,2015,0.05,1.27
6/21/2015,172,6,2015,0,0
6/22/2015,173,6,2015,0.09,2.286
6/23/2015,174,6,2015,0.04,1.016
6/24/2015,175,6,2015,3.56,90.424
6/25/2015,176,6,2015,0.06,1.524
6/26/2015,177,6,2015,0.08,2.032
6/27/2015,178,6,2015,0,0
6/28/2015,179,6,2015,0.28,7.112
6/29/2015,180,6,2015,0,0
6/30/2015,181,6,2015,0,0
7/1/2015,182,7,2015,0,0
7/2/2015,183,7,2015,0,0
7/3/2015,184,7,2015,0,0
7/4/2015,185,7,2015,0,0
7/5/2015,186,7,2015,0,0
7/6/2015,187,7,2015,1.45,36.83
7/7/2015,188,7,2015,0,0
7/8/2015,189,7,2015,0,0
7/9/2015,190,7,2015,0,0
7/10/2015,191,7,2015,0,0
7/11/2015,192,7,2015,0.38,9.652
7/12/2015,193,7,2015,0,0
7/13/2015,194,7,2015,0,0
7/14/2015,195,7,2015,0,0
7/15/2015,196,7,2015,0.21,5.334
7/16/2015,197,7,2015,0.73,18.542
7/17/2015,198,7,2015,0.08,2.032
7/18/2015,199,7,2015,0,0
7/19/2015,200,7,2015,0,0
7/20/2015,201,7,2015,0.13,3.302
7/21/2015,202,7,2015,0,0
7/22/2015,203,7,2015,0,0
7/23/2015,204,7,2015,0,0
7/24/2015,205,7,2015,0.01,0.254
7/25/2015,206,7,2015,0.02,0.508
7/26/2015,207,7,2015,0.39,9.906
7/27/2015,208,7,2015,1.05,26.67
7/28/2015,209,7,2015,1.68,42.672
7/29/2015,210,7,2015,0,0
7/30/2015,211,7,2015,0,0
7/31/2015,212,7,2015,0,0
8/1/2015,213,8,2015,0,0
8/2/2015,214,8,2015,0.04,1.016
8/3/2015,215,8,2015,0,0
8/4/2015,216,8,2015,0,0
8/5/2015,217,8,2015,0.01,0.254
8/6/2015,218,8,2015,0,0
8/7/2015,219,8,2015,0,0
8/8/2015,220,8,2015,0.14,3.556
8/9/2015,221,8,2015,2.71,68.834
8/10/2015,222,8,2015,0.01,0.254
8/11/2015,223,8,2015,0,0
8/12/2015,224,8,2015,0,0
8/13/2015,225,8,2015,0,0
8/14/2015,226,8,2015,0,0
8/15/2015,227,8,2015,0,0
8/16/2015,228,8,2015,0,0
8/17/2015,229,8,2015,0.73,18.542
8/18/2015,230,8,2015,1.67,42.418
8/19/2015,231,8,2015,0,0
8/20/2015,232,8,2015,0,0
8/21/2015,233,8,2015,0,0
8/22/2015,234,8,2015,0.58,14.732
8/23/2015,235,8,2015,0,0
8/24/2015,236,8,2015,0,0
8/25/2015,237,8,2015,0,0
8/26/2015,238,8,2015,0,0
8/27/2015,239,8,2015,0.04,1.016
8/28/2015,240,8,2015,1.97,50.038
8/29/2015,241,8,2015,0,0
8/30/2015,242,8,2015,0,0
8/31/2015,243,8,2015,0,0
9/1/2015,244,9,2015,0,0
9/2/2015,245,9,2015,1.27,32.258
9/3/2015,246,9,2015,0,0
9/4/2015,247,9,2015,0,0
9/5/2015,248,9,2015,0,0
9/6/2015,249,9,2015,1.64,41.656
9/7/2015,250,9,2015,0.02,0.508
9/8/2015,251,9,2015,0,0
9/9/2015,252,9,2015,0,0
9/10/2015,253,9,2015,0.04,1.016
9/11/2015,254,9,2015,0,0
9/12/2015,255,9,2015,0,0
9/13/2015,256,9,2015,0,0
9/14/2015,257,9,2015,0,0
9/15/2015,258,9,2015,0,0
9/16/2015,259,9,2015,0,0
9/17/2015,260,9,2015,0.65,16.51
9/18/2015,261,9,2015,0.28,7.112
9/19/2015,262,9,2015,0,0
9/20/2015,263,9,2015,0,0
9/21/2015,264,9,2015,0,0
9/22/2015,265,9,2015,0.11,2.794
9/23/2015,266,9,2015,0.18,4.572
9/24/2015,267,9,2015,0,0
9/25/2015,268,9,2015,0,0
9/26/2015,269,9,2015,0,0
9/27/2015,270,9,2015,0,0
9/28/2015,271,9,2015,0.06,1.524
9/29/2015,272,9,2015,0.47,11.938
9/30/2015,273,9,2015,0,0
10/1/2015,274,10,2015,0,0
10/2/2015,275,10,2015,0,0
10/3/2015,276,10,2015,0,0
10/4/2015,277,10,2015,0,0
10/5/2015,278,10,2015,0,0
10/6/2015,279,10,2015,0,0
10/7/2015,280,10,2015,0,0
10/8/2015,281,10,2015,0.01,0.254
10/9/2015,282,10,2015,0,0
10/10/2015,283,10,2015,0,0
10/11/2015,284,10,2015,0,0
10/12/2015,285,10,2015,0.01,0.254
10/13/2015,286,10,2015,0,0
10/14/2015,287,10,2015,0,0
10/15/2015,288,10,2015,0.01,0.254
10/16/2015,289,10,2015,0,0
10/17/2015,290,10,2015,0,0
10/18/2015,291,10,2015,0,0
10/19/2015,292,10,2015,0,0
10/20/2015,293,10,2015,0,0
10/21/2015,294,10,2015,0.2,5.08
10/22/2015,295,10,2015,0,0
10/23/2015,296,10,2015,0.42,10.668
10/24/2015,297,10,2015,0,0
10/25/2015,298,10,2015,0,0
10/26/2015,299,10,2015,0,0
10/27/2015,300,10,2015,0.42,10.668
10/28/2015,301,10,2015,0.01,0.254
10/29/2015,302,10,2015,0,0
10/30/2015,303,10,2015,0.12,3.048
10/31/2015,304,10,2015,0.12,3.048
11/1/2015,305,11,2015,0,0
11/2/2015,306,11,2015,0,0
11/3/2015,307,11,2015,0,0
11/4/2015,308,11,2015,0,0
11/5/2015,309,11,2015,0,0
11/6/2015,310,11,2015,0,0
11/7/2015,311,11,2015,0,0
11/8/2015,312,11,2015,0,0
11/9/2015,313,11,2015,0,0
